class,motion,0
also,1.2474805614616298,11
also,2.5904652223748674,11
also,1.0690296971520712,11
excited,2.344132460557021,11
excited,2.0923182169596353,11
excited,1.4702962239583333,11
excited,4.394264087342379,11
excited,3.0789707325122975,11
excited,1.5740766023334705,11
excited,1.3463363647460938,11
excited,2.4561333907277962,11
excited,3.3288192749023438,11
excited,0.7842288970947265,11
excited,1.6306156359220807,11
singer,1.7573478335425967,7
singer,1.6449528063757946,7
singer,1.4733070373535155,7
singer,1.5683785515862543,7
singer,2.6897607751794763,7
singer,2.1062440777769185,7
singer,0.8076669793379935,7
network,1.3780492468725276,8
network,2.2736231137628424,8
network,0.3909648259480794,8
network,1.4289633668499229,8
network,0.8120395953838642,8
network,2.3955855192961515,8
network,2.7407426834106445,8
network,3.791394493796609,8
toast,1.2197750561857876,13
toast,1.8576578489491637,13
toast,2.6187596321105957,13
toast,1.0870045506676962,13
toast,2.940408761160714,13
toast,1.7193876807369404,13
toast,3.2660722732543945,13
toast,2.2567514879950163,13
toast,1.432798037321671,13
toast,1.9570511106460813,13
toast,2.0311394968340473,13
toast,1.3894279048127949,13
toast,1.4450328826904297,13
encourage,0.666203218347886,10
encourage,1.7086171468098958,10
encourage,2.634185791015625,10
encourage,1.678282997824929,10
encourage,1.8221193949381511,10
encourage,1.5370281380666813,10
encourage,3.316221798167509,10
encourage,1.2675924755278087,10
encourage,5.123852920532227,10
encourage,3.99569372228674,10
cook,1.310848864880237,18
cook,1.7820952566046464,18
cook,1.231680188860212,18
cook,2.9158352582882614,18
cook,1.2221758915827825,18
cook,2.0299476036658652,18
cook,0.5096513536241319,18
cook,2.275450897216797,18
cook,1.1522275348042332,18
cook,1.5250198929398149,18
cook,2.3225909962373623,18
cook,2.4532015616433664,18
cook,3.2796893649631076,18
cook,2.472835025271854,18
cook,1.722285858572346,18
cook,2.3328661918640137,18
cook,0.4732873099190848,18
cook,1.4829621010638299,18
two,0.4632485129616477,10
two,0.5957841139573318,10
two,0.7488786485460069,10
two,1.6108867938701923,10
two,0.06045405069986979,10
two,0.05876859029134115,10
two,1.8595954047309027,10
two,1.3496516493500257,10
two,1.2914806165193256,10
two,1.1239562163481842,10
improve,0.9562518471165707,14
improve,1.377705601283482,14
improve,2.9563621944851346,14
improve,1.229054281156357,14
improve,0.7749159071180556,14
improve,2.11686642964681,14
improve,1.8021388053894043,14
improve,2.459498743857107,14
improve,0.6278007144019717,14
improve,2.317401744701244,14
improve,1.9142826334635417,14
improve,2.511751511517693,14
improve,3.3758172858251285,14
improve,2.1656911749588814,14
large,1.5435616629464286,13
large,1.4348657447171498,13
large,0.6384071350097656,13
large,1.572602801852756,13
large,3.774850307366787,13
large,2.1346908880739797,13
large,1.4465753356022621,13
large,2.2563898423138786,13
large,1.8646589425893931,13
large,1.705686781141493,13
large,3.0855736365685096,13
large,0.7878287179129464,13
large,0.9203632061298077,13
wristwatch,1.6553126368029365,10
wristwatch,3.7293063269721136,10
wristwatch,0.5173813257461939,10
wristwatch,2.440695008235191,10
wristwatch,2.7603399814703526,10
wristwatch,1.7630423687874002,10
wristwatch,1.3996476518346908,10
wristwatch,0.3205963134765625,10
wristwatch,1.875786372593471,10
wristwatch,1.4715202145460176,10
fire,3.119914076063368,7
fire,3.0276737919560186,7
fire,3.2167347802056208,7
fire,2.3811111450195312,7
fire,2.220555844514266,7
fire,1.3624890471157962,7
fire,3.2370630900065103,7
spider,2.0223968505859373,10
spider,1.0958927699497767,10
spider,0.38468208312988283,10
spider,1.9424869168189265,10
spider,2.3865030924479167,10
spider,3.6086909306513797,10
spider,1.4620738782380756,10
spider,0.8153493245442708,10
spider,1.7810844421386718,10
spider,3.716710917154948,10
struggle,0.7027233417217548,13
struggle,2.6716502796519888,13
struggle,2.3030073836043075,13
struggle,1.8242997256192295,13
struggle,1.575879889019465,13
struggle,2.2210270182291665,13
struggle,4.383491516113281,13
struggle,2.192798482960668,13
struggle,1.7650753259658813,13
struggle,2.792258651168258,13
struggle,1.1378407632150958,13
struggle,2.27815636168135,13
struggle,1.9121794267134233,13
squeeze,0.9345938942649148,7
squeeze,4.729426258015183,7
squeeze,2.9309331720525567,7
squeeze,2.369648836096939,7
squeeze,1.623320411233341,7
squeeze,2.0414552688598633,7
squeeze,0.2892884753999256,7
member,1.1583759204761401,8
member,2.40677191994407,8
member,0.592595114636777,8
member,0.305206298828125,8
member,1.2001190185546875,8
member,1.8911904521372127,8
member,1.0292777167426215,8
member,1.9368841709234776,8
alarm,3.8153277805873325,10
alarm,0.7282413482666016,10
alarm,2.6254498881678425,10
alarm,0.4675811767578125,10
alarm,1.3185260913990162,10
alarm,2.20017704819188,10
alarm,1.6097015013177711,10
alarm,1.9466097905085638,10
alarm,2.2806262312264276,10
alarm,1.6199217957335632,10
tale,2.556783647679571,9
tale,1.0063676313920455,9
tale,3.58434844435307,9
tale,1.9440335360440342,9
tale,2.020968577900871,9
tale,1.5756007603236608,9
tale,1.5654621124267578,9
tale,3.263244083949498,9
tale,2.396127596768466,9
recognize,0.8347048637194511,9
recognize,3.090780111459585,9
recognize,2.4613717215401785,9
recognize,3.5048516678483517,9
recognize,2.633335786707261,9
recognize,0.7057056427001953,9
recognize,0.9664058685302734,9
recognize,1.4198098276175706,9
recognize,3.5947602215935204,9
tuesday,1.234320427389706,12
tuesday,0.8369845686287716,12
tuesday,1.6745005640490302,12
tuesday,2.5429148572556515,12
tuesday,1.1290545993381076,12
tuesday,1.1553265801791488,12
tuesday,1.6753212088969216,12
tuesday,2.044146889134457,12
tuesday,1.1585568683903391,12
tuesday,1.2188887162642046,12
tuesday,1.7522208473899148,12
tuesday,0.19467832331071822,12
deer,3.18438720703125,13
deer,2.746197349146793,13
deer,1.5142841339111328,13
deer,0.5138706947440532,13
deer,1.3035501480102538,13
deer,1.5367982542359984,13
deer,3.4443607615001164,13
deer,3.401826646592882,13
deer,1.3691544824716997,13
deer,2.9710748845880683,13
deer,3.1107764610877404,13
deer,1.029479253859747,13
deer,1.4610567594829358,13
halloween,1.8017394542694092,14
halloween,3.2571922210325677,14
halloween,2.919402349562872,14
halloween,1.9336962890625,14
halloween,0.8109312666223404,14
halloween,1.5338755713568792,14
halloween,1.8858764131190413,14
halloween,1.3143468396417026,14
halloween,2.0523895799067984,14
halloween,3.691301107406616,14
halloween,1.7883865554611404,14
halloween,0.832383292061942,14
halloween,2.1496190890459945,14
halloween,1.9746375248349946,14
six,0.8565496271306818,9
six,1.2533864107998935,9
six,0.05974642435709635,9
six,0.8909805297851563,9
six,0.38483428955078125,9
six,1.2585660494290865,9
six,1.1796309251051682,9
six,1.1329004815284243,9
six,1.664814177013579,9
jewelry,2.6969746434411337,7
jewelry,2.2326038707386364,7
jewelry,2.6205604850471795,7
jewelry,0.891552074535473,7
jewelry,1.5490073588357043,7
jewelry,0.8922221592494419,7
jewelry,2.682050989029255,7
information,0.9458735539362981,10
information,1.2539215087890625,10
information,4.0460016159784224,10
information,1.4052231400101274,10
information,0.6854942321777344,10
information,1.957132134555785,10
information,1.5793411618187314,10
information,2.037121327718099,10
information,1.426883182010135,10
information,1.8539539093666888,10
monster,1.877052638841712,9
monster,1.3756883409288194,9
monster,4.631232706705729,9
monster,3.6029465366417255,9
monster,0.3675282796223958,9
monster,2.4413246848366477,9
monster,1.3153910179660744,9
monster,1.877469954952117,9
monster,2.086484636579241,9
camp,2.4539644835425203,10
camp,0.3733340992647059,10
camp,0.9968643188476562,10
camp,2.8922604233471314,10
camp,1.6843340396881104,10
camp,2.9788476352033944,10
camp,2.548904083587311,10
camp,1.382280773586697,10
camp,1.6346714414399246,10
camp,1.87923092312283,10
apple,1.048133949180702,19
apple,1.2927237845755912,19
apple,1.7339088176858837,19
apple,0.12971598307291668,19
apple,0.6916656494140625,19
apple,1.17498779296875,19
apple,1.3291892358812236,19
apple,1.1591744422912598,19
apple,1.1617846488952637,19
apple,1.0190699933523155,19
apple,1.1537533612318442,19
apple,1.2935782345858486,19
apple,0.9851664753703328,19
apple,1.216461752062646,19
apple,0.9881640842982701,19
apple,1.9399215965940242,19
apple,1.1008991059802828,19
apple,0.310819471204603,19
apple,2.1266529316804847,19
wash face,2.0295035622336646,8
wash face,2.237049836378831,8
wash face,1.9847412109375,8
wash face,2.5166209452861064,8
wash face,2.5612021053538605,8
wash face,2.4813400904337564,8
wash face,1.8146354479667468,8
wash face,2.216924733129041,8
curious,1.1895643212329383,10
curious,0.2940466744559152,10
curious,2.613372430568788,10
curious,1.6977022956399357,10
curious,0.5638254801432292,10
curious,1.9247941450639205,10
curious,0.9450169881184896,10
curious,3.318086200290256,10
curious,1.6001765659877232,10
curious,1.0598760332380022,10
contact,1.5311986019736843,12
contact,1.4192281694554572,12
contact,2.335562966086648,12
contact,2.345296506528501,12
contact,0.5161339896065849,12
contact,0.8491123083866003,12
contact,4.080197334289551,12
contact,1.2636318431181066,12
contact,0.721073351408306,12
contact,0.844853827293883,12
contact,1.6568840874565973,12
contact,2.2480423171798902,12
leak,1.3948971860043637,7
leak,2.3254954998309794,7
leak,1.4225972493489583,7
leak,3.4243614321849387,7
leak,0.8412671089172363,7
leak,1.8399225234985352,7
leak,1.7641231960720487,7
pocket,1.3674431777581937,9
pocket,0.15271714154411764,9
pocket,1.3545719691685267,9
pocket,1.4721730550130208,9
pocket,3.515816098167783,9
pocket,0.7903320877640335,9
pocket,1.549247942472759,9
pocket,1.0909949993265087,9
pocket,0.8268093532986112,9
jesus,2.257210755959535,10
jesus,3.0256444295247396,10
jesus,0.40356286366780597,10
jesus,1.087244952166522,10
jesus,4.066792240849248,10
jesus,1.9847941244802167,10
jesus,1.0092825693626926,10
jesus,2.8697239390590736,10
jesus,0.8480802593809186,10
jesus,1.5588590387712444,10
underwear,0.6334239818431713,11
underwear,3.269372304280599,11
underwear,2.005145923511402,11
underwear,1.166063473548418,11
underwear,1.4447095317225302,11
underwear,1.190235065964033,11
underwear,2.815058955439815,11
underwear,2.6604643429026886,11
underwear,2.5790355682373045,11
underwear,1.6909534229951746,11
underwear,2.667112288936492,11
clown,2.4044010095429003,9
clown,0.9141666043189264,9
clown,0.6684338604962384,9
clown,1.3780465895129788,9
clown,0.2775676493742028,9
clown,1.190015488776608,9
clown,1.170675254729857,9
clown,2.559166185783617,9
clown,0.30363931963520663,9
fat,0.937265344568201,15
fat,0.9667590913318452,15
fat,1.6438558478104441,15
fat,1.7711899031454057,15
fat,1.5976717399828362,15
fat,1.1811801440095249,15
fat,2.132891619646991,15
fat,2.7361012178308823,15
fat,1.0941360205934758,15
fat,1.0871592203776042,15
fat,1.53839111328125,15
fat,1.3715035574776786,15
fat,0.8990200513029751,15
fat,1.2055395620840568,15
fat,2.112245589967758,15
smile,2.4690472529484677,12
smile,0.4964452890249399,12
smile,2.0127749356356532,12
smile,1.3390072742140438,12
smile,1.0316925048828125,12
smile,1.1968739827473958,12
smile,1.3434442726962537,12
smile,3.4560965983072918,12
smile,3.731775919596354,12
smile,0.2733005523681641,12
smile,2.321715411017923,12
smile,2.190093994140625,12
paint,1.4955650692894344,18
paint,1.8117314091435186,18
paint,1.0793480506310096,18
paint,0.5226533951297883,18
paint,2.150865681966146,18
paint,3.413539271200857,18
paint,2.6099472045898438,18
paint,3.4654678836945565,18
paint,4.231830499111077,18
paint,2.298708135431463,18
paint,2.5171353658040365,18
paint,2.1548967633928573,18
paint,3.22531975640191,18
paint,3.229565800847234,18
paint,3.0758806195175437,18
paint,0.9288547092013889,18
paint,2.57488855822333,18
paint,1.154910576052782,18
measure,1.598653007956112,12
measure,1.2550585711443867,12
measure,1.1875228881835938,12
measure,2.1038965002282874,12
measure,2.53439998626709,12
measure,0.526000249953497,12
measure,1.7077211191956425,12
measure,1.7166106660487288,12
measure,1.4289290969436232,12
measure,1.091759084541107,12
measure,0.8363439048208842,12
measure,0.767655266655816,12
must,1.6337969380040323,11
must,3.4628219604492188,11
must,1.3862333025251117,11
must,0.4902076721191406,11
must,1.706473051612057,11
must,0.16097967965262278,11
must,1.4022348192003038,11
must,1.57237417047674,11
must,2.413366618909334,11
must,0.8484157605117626,11
must,0.6983057657877604,11
lobster,1.874406103994332,12
lobster,0.32996896597055286,12
lobster,0.6395090543306791,12
lobster,0.593378985369647,12
lobster,1.713502750840298,12
lobster,2.1212646484375,12
lobster,1.889520263671875,12
lobster,2.2259348819130347,12
lobster,1.6728818214545815,12
lobster,0.7671073139577672,12
lobster,0.23647471836635045,12
lobster,1.075976704442224,12
sting,0.26078578404017855,7
sting,0.8619445409530249,7
sting,3.4445355224609373,7
sting,0.7286210493607954,7
sting,1.6931545859888981,7
sting,3.389078630719866,7
sting,2.8747032652509974,7
love,0.40742051866319445,12
love,0.554353762895633,12
love,1.2819718753590303,12
love,1.8744681222098214,12
love,2.3652386935252063,12
love,1.546256583077567,12
love,3.4942290362189796,12
love,0.6554831764914772,12
love,1.851973989735479,12
love,0.41635670381433826,12
love,3.263039233637791,12
love,0.8798678362811053,12
convince,1.7348321408641583,15
convince,0.7330753977705793,15
convince,1.5319811846758868,15
convince,3.231009031596937,15
convince,1.7622298438950341,15
convince,0.9046917869931176,15
convince,1.9676788330078125,15
convince,0.7865149603949653,15
convince,1.2410626579733457,15
convince,1.9112251900337838,15
convince,2.6451573865167024,15
convince,2.0705621507432728,15
convince,1.4466529846191407,15
convince,4.0480748103215145,15
convince,1.0751291090442288,15
radio,2.391450670030382,11
radio,1.3366182115342882,11
radio,1.975399283475654,11
radio,1.6505113798996498,11
radio,1.061409398129112,11
radio,0.4243769926183364,11
radio,2.382416326349432,11
radio,1.7439739520733173,11
radio,1.1988572340745192,11
radio,0.32928704155815974,11
radio,2.568943495161078,11
gone,1.9026815480199353,11
gone,2.2374064127604165,11
gone,0.4452934265136719,11
gone,3.399687938201122,11
gone,0.7760358537946429,11
gone,2.3809731466728343,11
gone,1.4345408545600042,11
gone,1.3204978596080432,11
gone,1.1836533546447754,11
gone,1.9632496553308822,11
gone,3.629641532897949,11
when,3.001816568495352,14
when,1.2030860053168402,14
when,1.5876259543678977,14
when,1.054107666015625,14
when,1.265096936907087,14
when,0.30147160710515203,14
when,2.035917428823618,14
when,1.818910871233259,14
when,2.440815549908262,14
when,1.9724197387695312,14
when,1.4594831661302217,14
when,1.6964852851733827,14
when,2.0721708838619404,14
when,2.112813776189631,14
leaf,1.6488948621247943,9
leaf,1.7171675583411907,9
leaf,1.778865467418324,9
leaf,1.993608914888822,9
leaf,0.5433390547589558,9
leaf,1.2459273161711517,9
leaf,1.0183316744290865,9
leaf,2.032622360601658,9
leaf,1.5083152770996093,9
me,1.4804670854048296,9
me,1.355550737523321,9
me,1.201998291015625,9
me,0.7874809547706887,9
me,2.6010729815508866,9
me,1.3998058543485754,9
me,0.15442881864659927,9
me,0.3637874437415082,9
me,0.9958170906442111,9
lie,0.8254280090332031,12
lie,0.8079739525204613,12
lie,2.6078396501212286,12
lie,2.1356397775503306,12
lie,2.7324614891639123,12
lie,2.8740806579589844,12
lie,1.6574516296386719,12
lie,1.4474259497414173,12
lie,1.972211335834704,12
lie,2.218301773071289,12
lie,3.982873789469401,12
lie,1.7205985816749367,12
hug,1.6714526760962702,9
hug,2.2403339930943083,9
hug,1.9214920043945312,9
hug,2.8315367925734747,9
hug,0.4713907241821289,9
hug,2.3875271723820615,9
hug,1.2005061396846064,9
hug,0.6027132965797601,9
hug,1.988742459204889,9
bottle,0.5058244977678571,11
bottle,0.6780321170122195,11
bottle,1.494418485665027,11
bottle,2.9833248138427733,11
bottle,1.9736122824928977,11
bottle,2.067193199606503,11
bottle,2.318840503692627,11
bottle,1.6614837646484375,11
bottle,2.180797831217448,11
bottle,2.9267856052943637,11
bottle,1.4566444114402488,11
helicopter,3.0156392848238034,12
helicopter,3.78535532951355,12
helicopter,1.6817029680524553,12
helicopter,1.140515645345052,12
helicopter,1.3385408020019531,12
helicopter,2.9601913978313577,12
helicopter,1.7266039167131697,12
helicopter,0.5120149500229779,12
helicopter,1.4363616525310359,12
helicopter,2.59541374340392,12
helicopter,2.401767931486431,12
helicopter,1.1628018892728365,12
dog,0.4852194590111301,20
dog,0.7176003377945697,20
dog,1.0357417737023304,20
dog,0.7232690290971235,20
dog,0.8444444087513706,20
dog,0.24885441706730768,20
dog,0.7063761866369913,20
dog,0.8203205309416118,20
dog,1.5354577818913246,20
dog,0.94130859375,20
dog,2.4212736906828702,20
dog,1.1096369045883863,20
dog,1.0172251533059513,20
dog,0.7365543141084558,20
dog,0.6800465818311348,20
dog,1.053430754562904,20
dog,0.9276388589437906,20
dog,1.1925084431966146,20
dog,0.13399606380822524,20
dog,0.45270707872178817,20
mushroom,3.738589004731514,10
mushroom,1.6862252856057787,10
mushroom,3.0983329541755444,10
mushroom,4.093608601888021,10
mushroom,0.797610092163086,10
mushroom,1.269401148745888,10
mushroom,1.956003391996343,10
mushroom,2.7325030432807074,10
mushroom,0.23905611038208008,10
mushroom,1.1963946368243243,10
festival,3.9525900176077178,7
festival,1.3460550944010417,7
festival,3.3497115425441577,7
festival,1.7338127280181308,7
festival,1.8011322021484375,7
festival,0.7676987321409461,7
festival,3.4755037268813775,7
dinosaur,2.320826986561651,9
dinosaur,4.950811598036024,9
dinosaur,4.598334368537454,9
dinosaur,2.5379000258171693,9
dinosaur,2.087400365758825,9
dinosaur,3.5216238839285716,9
dinosaur,0.2968610127766927,9
dinosaur,1.5176031423169514,9
dinosaur,1.7589792650799418,9
director,1.6622847260021774,9
director,2.2006896554607236,9
director,1.4555154823395142,9
director,2.1193407996226163,9
director,0.4950386683146159,9
director,0.8315598169962565,9
director,2.5287659660218256,9
director,2.6975072912267737,9
director,2.2152511824422807,9
taste,0.44408614547164355,10
taste,0.46509580258969907,10
taste,1.9595529525006403,10
taste,2.0305321876038898,10
taste,0.9161428187015282,10
taste,1.3427180240028782,10
taste,0.9431053899949596,10
taste,0.5677919530156833,10
taste,0.17441165062689012,10
taste,1.2283489990234375,10
king,1.6543854222153171,13
king,0.4395458745021446,13
king,1.179155237534467,13
king,1.115438416946766,13
king,1.386432796329647,13
king,1.5656649271647136,13
king,1.4235220150071748,13
king,2.816338675362723,13
king,2.5099676883581914,13
king,1.3194006986396258,13
king,1.39444651502244,13
king,2.3678852204353578,13
king,1.5200852338005515,13
alcohol,1.0304329231993792,8
alcohol,2.2186576441714636,8
alcohol,0.428640417150549,8
alcohol,1.0639224746852245,8
alcohol,1.661851770737592,8
alcohol,2.9785130818684897,8
alcohol,0.6644854736328125,8
alcohol,1.8793011289654356,8
score,0.7820948158822408,13
score,0.8040880723433061,13
score,0.7820948158822408,13
score,0.46024905934053306,13
score,0.32519006729125977,13
score,2.2204110281808034,13
score,1.149470759373085,13
score,2.2835096631731306,13
score,1.9588941686293657,13
score,1.4960606892903645,13
score,1.1436138153076172,13
score,3.6722000969780817,13
score,1.2866303243754822,13
department,1.6038750542534723,9
department,2.7682587245725236,9
department,2.1298710216175425,9
department,3.706755245433134,9
department,2.403258722478693,9
department,1.3255731919232536,9
department,1.7671632157995345,9
department,0.9790199376359771,9
department,0.3782599107274469,9
tomato,2.4502376433341735,15
tomato,1.7660030311262105,15
tomato,0.47665824142156865,15
tomato,2.6228094268263433,15
tomato,3.6232217152913413,15
tomato,1.401398134903169,15
tomato,3.4136843474014946,15
tomato,3.2384537916917067,15
tomato,2.6358326503208707,15
tomato,0.623700593647204,15
tomato,1.5611365989402488,15
tomato,1.8970038096110027,15
tomato,2.689732551574707,15
tomato,1.6704706262659144,15
tomato,2.554492615816886,15
bear,3.9879145520798702,13
bear,1.5590650496944305,13
bear,1.969822027744391,13
bear,3.0402984619140625,13
bear,3.0792180841619317,13
bear,2.2919435199938323,13
bear,1.6200744128618083,13
bear,1.8300833451120477,13
bear,2.466624635638613,13
bear,1.9396585863690043,13
bear,1.3999512283890336,13
bear,0.5402362299900428,13
bear,2.107360322596663,13
cochlear implant,0.8692892666520744,9
cochlear implant,0.28230187200730844,9
cochlear implant,1.0197041305070071,9
cochlear implant,2.5453042695016572,9
cochlear implant,0.48427872430710567,9
cochlear implant,1.4310652117862879,9
cochlear implant,2.8533833821614585,9
cochlear implant,2.575972401012074,9
cochlear implant,0.38947267885561343,9
france,0.23279546922253025,11
france,0.7687710353306362,11
france,0.7383660210503472,11
france,1.823486082015499,11
france,2.365018367767334,11
france,0.5745251304224918,11
france,2.4636946458082933,11
france,1.6851693767390838,11
france,1.8199598832563921,11
france,1.4960761635990467,11
france,0.8856326016512784,11
balance,3.114072821113501,15
balance,3.127508980887277,15
balance,1.4305618128825708,15
balance,0.35469199126621465,15
balance,1.5903085779260706,15
balance,0.8822431062397204,15
balance,1.5785760145920973,15
balance,1.1397217867667215,15
balance,1.2667173980384745,15
balance,1.4052245785491635,15
balance,4.1368300979201855,15
balance,1.9066533502542748,15
balance,3.2517640590667725,15
balance,2.0741717768650427,15
balance,1.2138818038137336,15
local,2.194891387341069,8
local,2.415300311464252,8
local,0.28926837627704327,8
local,1.9647672349128171,8
local,1.0092575638382524,8
local,1.8221846215518904,8
local,2.6858113606770835,8
local,1.8049972121779982,8
cousin,1.4011898040771484,23
cousin,1.655770104210656,23
cousin,1.592539931788589,23
cousin,2.6849473246027915,23
cousin,2.632097785855517,23
cousin,0.6867317456877633,23
cousin,1.112994384765625,23
cousin,0.9669969776008702,23
cousin,0.9678204854329427,23
cousin,0.39550080170502533,23
cousin,0.41994720458984375,23
cousin,1.4576341987836479,23
cousin,0.4154441139914773,23
cousin,1.2894078814794148,23
cousin,1.4964365033961053,23
cousin,1.5383635974321208,23
cousin,1.3273913734837581,23
cousin,1.76162109375,23
cousin,2.5275883329087407,23
cousin,1.621107457047802,23
cousin,1.2562420184795673,23
cousin,1.2758961339150705,23
cousin,1.470858437674386,23
maybe,1.1717119852701823,11
maybe,2.3739211470992476,11
maybe,3.490044135551948,11
maybe,3.173431142171224,11
maybe,4.259356098790323,11
maybe,1.8017836178050322,11
maybe,1.6788932255336217,11
maybe,1.6370876938549441,11
maybe,1.1286110511192908,11
maybe,1.7576900172877956,11
maybe,1.4318135579427083,11
silly,1.383734845100565,14
silly,1.3365583980784697,14
silly,1.17399707472468,14
silly,0.6135144914899554,14
silly,2.0375509059175534,14
silly,2.6452532087053573,14
silly,1.384722081626334,14
silly,1.0840427793305496,14
silly,3.661055246988932,14
silly,1.384722081626334,14
silly,0.450164794921875,14
silly,1.2516976928710937,14
silly,0.4784549366344105,14
silly,0.8247674029806386,14
picture,1.2299404699825547,13
picture,2.914820177801724,13
picture,2.842477971857244,13
picture,1.7966977206143466,13
picture,1.2352383422851563,13
picture,2.6810788241299717,13
picture,3.4325201717423806,13
picture,1.143750508626302,13
picture,1.887456512451172,13
picture,1.9650620051792689,13
picture,1.7206149811440326,13
picture,1.8568892706008184,13
picture,0.3734727826034814,13
exchange,1.6286032033521076,11
exchange,2.8430633544921875,11
exchange,1.3564700356012658,11
exchange,0.41764990488688153,11
exchange,2.4193389892578123,11
exchange,4.309955262301261,11
exchange,1.8351427714029949,11
exchange,1.0665296189328457,11
exchange,1.0996495760404146,11
exchange,0.7839599609375,11
exchange,2.3118376555266202,11
northwest,1.1857081326571377,7
northwest,1.9676399230957031,7
northwest,1.2095239101312099,7
northwest,0.24517313639322916,7
northwest,1.2183627424568966,7
northwest,2.297586511682581,7
northwest,2.859392378065321,7
viewpoint,1.6343649405020255,7
viewpoint,0.7324404509171195,7
viewpoint,0.9816580379710478,7
viewpoint,0.4954317878274357,7
viewpoint,0.7398857198735719,7
viewpoint,3.2081687058074566,7
viewpoint,0.5239550272623698,7
most,0.5791244506835938,15
most,2.738856831534964,15
most,1.718486177748528,15
most,1.7214644517355817,15
most,3.3891514369419644,15
most,1.2919321060180664,15
most,1.0967720879448786,15
most,2.02054540661798,15
most,0.6148507254464286,15
most,1.6122611261183215,15
most,1.1476127547447128,15
most,2.14642333984375,15
most,4.257194393970927,15
most,1.6518959999084473,15
most,2.6541194209346064,15
train,1.6330398559570312,15
train,2.0027215480804443,15
train,0.21399874300570101,15
train,3.5873633936831824,15
train,1.1662376403808594,15
train,0.6854071983924279,15
train,0.734533945719401,15
train,2.255728650448927,15
train,1.5216449555896578,15
train,1.5577913411458333,15
train,1.4519466277091735,15
train,2.469068908691406,15
train,1.0406889738859955,15
train,1.2803936912899925,15
train,3.345300982075353,15
cat,2.0768085554534315,17
cat,1.2820022583007813,17
cat,1.3744566175672743,17
cat,0.6398154038649339,17
cat,0.702764892578125,17
cat,0.9928076959425404,17
cat,1.40552833958676,17
cat,1.4694973627726238,17
cat,1.4945225306919643,17
cat,1.4737976536606296,17
cat,1.2006031823536707,17
cat,0.30698998769124347,17
cat,1.50739990234375,17
cat,1.9324595133463542,17
cat,2.073308308919271,17
cat,1.433545430501302,17
